DateTime,Usage_kWh,ReactivePower_Lagging_kVarh,ReactivePower_Leading_kVarh,CO2_Emissions_tCO2,PowerFactor_Lagging,PowerFactor_Leading,NSM,WeekStatus,Day_of_week,Load_Type,Machine_Type
01/01/2018 06:30,3.47,4.11,0.0,0.0016,72.67,0.0,23400,Weekday,Monday,Light,Conveyor System
01/01/2018 06:45,3.55,3.11,0.0,0.0017,70.02,0.0,24300,Weekday,Monday,Light,Coil Winder
01/01/2018 07:00,3.13,3.73,0.0,0.0015,60.12,0.0,25200,Weekday,Monday,Light,Coil Winder
01/01/2018 07:15,3.21,2.85,0.0,0.0015,64.85,0.0,26100,Weekday,Monday,Light,Coil Winder
01/01/2018 07:30,3.99,4.44,0.0,0.0019,74.07,0.0,27000,Weekday,Monday,Light,Coil Winder
01/01/2018 07:45,3.49,3.98,0.0,0.0017,71.02,0.0,27900,Weekday,Monday,Light,Coil Winder
01/01/2018 08:00,3.6,3.93,0.0,0.0017,61.59,0.0,28800,Weekday,Monday,Light,Conveyor System
01/01/2018 08:15,3.42,2.96,0.0,0.0016,74.13,0.0,29700,Weekday,Monday,Light,Coil Winder
01/01/2018 08:30,3.69,4.45,0.0,0.0018,62.27,0.0,30600,Weekday,Monday,Light,Coil Winder
01/01/2018 08:45,4.17,4.29,0.0,0.002,65.46,0.0,31500,Weekday,Monday,Light,Coil Winder
01/01/2018 09:00,3.65,2.91,0.0,0.0017,65.43,0.0,32400,Weekday,Monday,Light,Inspection Station
01/01/2018 09:15,3.39,2.76,0.0,0.0016,71.7,0.0,33300,Weekday,Monday,Light,Cooling Bed
01/01/2018 09:30,3.3,2.74,0.0,0.0016,72.01,0.0,34200,Weekday,Monday,Light,Conveyor System
01/01/2018 09:45,4.44,3.46,0.0,0.0021,70.6,0.0,35100,Weekday,Monday,Light,Coil Winder
01/01/2018 10:00,4.34,4.59,0.0,0.0021,72.62,0.0,36000,Weekday,Monday,Light,Cooling Bed
01/01/2018 10:15,3.47,4.22,0.0,0.0016,69.99,0.0,36900,Weekday,Monday,Light,Cooling Bed
01/01/2018 10:30,3.97,3.39,0.0,0.0019,66.85,0.0,37800,Weekday,Monday,Light,Cooling Bed
01/01/2018 10:45,3.63,4.19,0.0,0.0017,74.47,0.0,38700,Weekday,Monday,Light,Cooling Bed
01/01/2018 11:00,3.03,3.27,0.0,0.0014,72.66,0.0,39600,Weekday,Monday,Light,Cooling Bed
01/01/2018 11:15,3.68,3.25,0.0,0.0017,63.39,0.0,40500,Weekday,Monday,Light,Coil Winder
01/01/2018 11:30,4.3,3.01,0.0,0.002,67.61,0.0,41400,Weekday,Monday,Light,Coil Winder
01/01/2018 11:45,3.63,4.51,0.0,0.0017,66.76,0.0,42300,Weekday,Monday,Light,Inspection Station
01/01/2018 12:00,3.67,4.33,0.0,0.0017,66.05,0.0,43200,Weekday,Monday,Light,Coil Winder
01/01/2018 12:15,3.7,4.42,0.0,0.0018,67.1,0.0,44100,Weekday,Monday,Light,Conveyor System
01/01/2018 12:30,3.91,4.91,0.0,0.0019,72.22,0.0,45000,Weekday,Monday,Light,Inspection Station
01/01/2018 12:45,3.64,3.23,0.0,0.0017,73.05,0.0,45900,Weekday,Monday,Light,Cooling Bed
01/01/2018 13:00,4.23,4.42,0.0,0.002,70.42,0.0,46800,Weekday,Monday,Light,Cooling Bed
01/01/2018 13:15,3.66,4.86,0.0,0.0017,69.49,0.0,47700,Weekday,Monday,Light,Inspection Station
01/01/2018 13:30,3.83,3.85,0.0,0.0018,67.38,0.0,48600,Weekday,Monday,Light,Conveyor System
01/01/2018 13:45,4.38,3.46,0.0,0.0021,63.09,0.0,49500,Weekday,Monday,Light,Cooling Bed
01/01/2018 14:00,4.43,3.61,0.0,0.0021,66.86,0.0,50400,Weekday,Monday,Light,Conveyor System
01/01/2018 14:15,3.37,3.17,2.03,0.0016,100.0,98.91,51300,Weekday,Monday,Light,Coil Winder
01/01/2018 14:30,3.13,4.14,0.0,0.0015,65.07,0.0,52200,Weekday,Monday,Light,Cooling Bed
01/01/2018 14:45,3.64,4.19,0.0,0.0017,62.38,0.0,53100,Weekday,Monday,Light,Conveyor System
01/01/2018 15:00,3.68,4.37,0.0,0.0017,67.42,0.0,54000,Weekday,Monday,Light,Cooling Bed
01/01/2018 15:15,4.35,3.79,0.0,0.0021,65.7,0.0,54900,Weekday,Monday,Light,Cooling Bed
01/01/2018 15:30,4.27,4.94,0.0,0.002,68.16,0.0,55800,Weekday,Monday,Light,Conveyor System
01/01/2018 15:45,3.88,3.63,1.95,0.0018,100.0,92.34,56700,Weekday,Monday,Light,Coil Winder
01/01/2018 16:00,3.41,4.65,0.0,0.0016,66.2,0.0,57600,Weekday,Monday,Light,Inspection Station
01/01/2018 16:15,3.3,4.67,0.0,0.0016,62.84,0.0,58500,Weekday,Monday,Light,Coil Winder
01/01/2018 16:30,4.4,4.91,0.0,0.0021,62.06,0.0,59400,Weekday,Monday,Light,Coil Winder
01/01/2018 16:45,4.15,3.87,0.0,0.002,70.0,0.0,60300,Weekday,Monday,Light,Inspection Station
01/01/2018 17:00,3.58,3.73,0.0,0.0017,64.27,0.0,61200,Weekday,Monday,Light,Inspection Station
01/01/2018 17:15,3.36,2.96,0.0,0.0016,74.36,0.0,62100,Weekday,Monday,Light,Cooling Bed
01/01/2018 17:30,3.85,4.33,0.0,0.0018,71.39,0.0,63000,Weekday,Monday,Light,Coil Winder
01/01/2018 17:45,3.62,2.54,0.0,0.0017,70.55,0.0,63900,Weekday,Monday,Light,Inspection Station
01/01/2018 18:00,3.13,3.46,0.0,0.0015,73.98,0.0,64800,Weekday,Monday,Light,Conveyor System
01/01/2018 18:15,4.37,4.59,0.0,0.0021,61.16,0.0,65700,Weekday,Monday,Light,Cooling Bed
01/01/2018 18:30,3.79,4.76,2.0,0.0018,100.0,86.95,66600,Weekday,Monday,Light,Coil Winder
01/01/2018 18:45,3.05,3.91,1.91,0.0014,100.0,89.52,67500,Weekday,Monday,Light,Conveyor System
01/01/2018 19:00,4.42,3.24,0.0,0.0021,62.18,0.0,68400,Weekday,Monday,Light,Coil Winder
01/01/2018 19:15,3.04,3.66,0.0,0.0014,72.32,0.0,69300,Weekday,Monday,Light,Cooling Bed
01/01/2018 19:30,3.15,2.93,0.0,0.0015,69.77,0.0,70200,Weekday,Monday,Light,Cooling Bed
01/01/2018 19:45,3.17,3.44,1.95,0.0015,100.0,85.86,71100,Weekday,Monday,Light,Coil Winder
01/01/2018 20:00,3.62,3.45,0.92,0.0017,100.0,91.33,72000,Weekday,Monday,Light,Cooling Bed
01/01/2018 20:15,4.18,3.09,0.0,0.002,71.46,0.0,72900,Weekday,Monday,Light,Coil Winder
01/01/2018 20:30,3.83,2.87,0.0,0.0018,73.28,0.0,73800,Weekday,Monday,Light,Cooling Bed
01/01/2018 20:45,3.34,3.51,0.0,0.0016,67.44,0.0,74700,Weekday,Monday,Light,Coil Winder
01/01/2018 21:00,3.81,4.74,0.0,0.0018,66.54,0.0,75600,Weekday,Monday,Light,Inspection Station
01/01/2018 21:15,3.49,4.55,0.0,0.0017,72.2,0.0,76500,Weekday,Monday,Light,Conveyor System
01/01/2018 21:30,3.46,4.73,0.0,0.0016,64.24,0.0,77400,Weekday,Monday,Light,Conveyor System
01/01/2018 21:45,3.24,4.84,0.0,0.0015,71.08,0.0,78300,Weekday,Monday,Light,Conveyor System
01/01/2018 22:00,3.73,3.67,0.0,0.0018,63.35,0.0,79200,Weekday,Monday,Light,Coil Winder
01/01/2018 22:15,3.27,3.61,0.0,0.0016,74.14,0.0,80100,Weekday,Monday,Light,Conveyor System
01/01/2018 22:30,3.99,3.88,0.0,0.0019,63.47,0.0,81000,Weekday,Monday,Light,Inspection Station
01/01/2018 22:45,4.18,3.35,1.4,0.002,100.0,89.61,81900,Weekday,Monday,Light,Conveyor System
01/01/2018 23:00,4.22,3.42,0.0,0.002,72.07,0.0,82800,Weekday,Monday,Light,Cooling Bed
01/01/2018 23:15,3.94,3.08,0.0,0.0019,68.08,0.0,83700,Weekday,Monday,Light,Cooling Bed
01/01/2018 23:30,3.84,3.31,0.0,0.0018,65.66,0.0,84600,Weekday,Monday,Light,Inspection Station
01/01/2018 23:45,3.27,3.21,0.0,0.0016,62.36,0.0,85500,Weekday,Monday,Light,Conveyor System
02/01/2018 00:00,3.36,2.78,0.0,0.0016,60.89,0.0,0,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 00:15,3.17,2.69,0.0,0.0015,70.25,0.0,900,Weekday,Tuesday,Light,Conveyor System
02/01/2018 00:30,3.68,3.74,0.0,0.0017,67.19,0.0,1800,Weekday,Tuesday,Light,Conveyor System
02/01/2018 00:45,3.37,4.25,0.0,0.0016,74.95,0.0,2700,Weekday,Tuesday,Light,Coil Winder
02/01/2018 01:00,3.49,2.78,0.0,0.0017,61.6,0.0,3600,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 01:15,4.4,3.08,0.0,0.0021,67.03,0.0,4500,Weekday,Tuesday,Light,Coil Winder
02/01/2018 01:30,4.5,3.92,0.0,0.0021,61.21,0.0,5400,Weekday,Tuesday,Light,Coil Winder
02/01/2018 01:45,3.13,4.7,0.0,0.0015,70.44,0.0,6300,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 02:00,3.18,4.15,0.0,0.0015,61.45,0.0,7200,Weekday,Tuesday,Light,Conveyor System
02/01/2018 02:15,3.9,3.42,1.57,0.0019,100.0,87.17,8100,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 02:30,3.33,3.91,0.0,0.0016,67.49,0.0,9000,Weekday,Tuesday,Light,Conveyor System
02/01/2018 02:45,4.36,3.1,0.0,0.0021,70.78,0.0,9900,Weekday,Tuesday,Light,Conveyor System
02/01/2018 03:00,4.2,4.97,0.0,0.002,72.08,0.0,10800,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 03:15,3.47,3.29,0.0,0.0016,60.33,0.0,11700,Weekday,Tuesday,Light,Conveyor System
02/01/2018 03:30,3.01,4.22,1.23,0.0014,100.0,94.32,12600,Weekday,Tuesday,Light,Conveyor System
02/01/2018 03:45,3.12,4.88,0.0,0.0015,62.1,0.0,13500,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 04:00,3.41,4.06,0.0,0.0016,71.54,0.0,14400,Weekday,Tuesday,Light,Conveyor System
02/01/2018 04:15,4.34,4.66,0.0,0.0021,61.29,0.0,15300,Weekday,Tuesday,Light,Inspection Station
02/01/2018 04:30,3.78,2.79,0.0,0.0018,60.91,0.0,16200,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 04:45,3.43,2.62,0.0,0.0016,68.77,0.0,17100,Weekday,Tuesday,Light,Inspection Station
02/01/2018 05:00,3.65,3.43,0.0,0.0017,63.66,0.0,18000,Weekday,Tuesday,Light,Inspection Station
02/01/2018 05:15,3.15,3.66,0.0,0.0015,60.96,0.0,18900,Weekday,Tuesday,Light,Inspection Station
02/01/2018 05:30,4.13,4.77,0.0,0.002,74.77,0.0,19800,Weekday,Tuesday,Light,Conveyor System
02/01/2018 05:45,3.15,4.29,1.38,0.0015,100.0,94.57,20700,Weekday,Tuesday,Light,Inspection Station
02/01/2018 06:00,4.48,3.05,0.0,0.0021,61.1,0.0,21600,Weekday,Tuesday,Light,Coil Winder
02/01/2018 06:15,3.16,4.81,0.0,0.0015,65.16,0.0,22500,Weekday,Tuesday,Light,Inspection Station
02/01/2018 06:30,3.86,3.09,0.0,0.0018,60.08,0.0,23400,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 06:45,3.39,3.19,1.55,0.0016,100.0,97.91,24300,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 07:00,4.1,4.61,0.0,0.0019,72.85,0.0,25200,Weekday,Tuesday,Light,Conveyor System
02/01/2018 07:15,4.34,4.3,0.0,0.0021,66.92,0.0,26100,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 07:30,3.52,4.7,0.0,0.0017,72.49,0.0,27000,Weekday,Tuesday,Light,Coil Winder
02/01/2018 07:45,3.83,3.61,0.0,0.0018,70.8,0.0,27900,Weekday,Tuesday,Light,Coil Winder
02/01/2018 08:00,3.54,2.62,0.0,0.0017,60.58,0.0,28800,Weekday,Tuesday,Light,Conveyor System
02/01/2018 08:15,3.32,3.69,0.0,0.0016,72.32,0.0,29700,Weekday,Tuesday,Light,Coil Winder
02/01/2018 08:30,4.01,3.11,0.0,0.0019,72.26,0.0,30600,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 08:45,3.69,4.3,0.0,0.0018,67.81,0.0,31500,Weekday,Tuesday,Light,Inspection Station
02/01/2018 09:00,3.7,2.55,0.0,0.0018,68.21,0.0,32400,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 09:15,3.64,3.39,0.0,0.0017,68.46,0.0,33300,Weekday,Tuesday,Light,Coil Winder
02/01/2018 09:30,3.12,2.52,0.0,0.0015,69.0,0.0,34200,Weekday,Tuesday,Light,Conveyor System
02/01/2018 09:45,4.02,3.59,0.0,0.0019,67.15,0.0,35100,Weekday,Tuesday,Light,Coil Winder
02/01/2018 10:00,3.4,2.83,0.0,0.0016,68.41,0.0,36000,Weekday,Tuesday,Light,Inspection Station
02/01/2018 10:15,4.14,3.78,0.0,0.002,66.53,0.0,36900,Weekday,Tuesday,Light,Conveyor System
02/01/2018 10:30,3.22,4.65,0.0,0.0015,71.68,0.0,37800,Weekday,Tuesday,Light,Conveyor System
02/01/2018 10:45,4.28,2.82,0.0,0.002,65.83,0.0,38700,Weekday,Tuesday,Light,Conveyor System
02/01/2018 11:00,3.0,4.99,0.0,0.0014,61.17,0.0,39600,Weekday,Tuesday,Light,Coil Winder
02/01/2018 11:15,3.38,4.44,0.0,0.0016,72.0,0.0,40500,Weekday,Tuesday,Light,Inspection Station
02/01/2018 11:30,3.05,2.51,0.0,0.0014,62.28,0.0,41400,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 11:45,3.6,3.07,0.0,0.0017,60.65,0.0,42300,Weekday,Tuesday,Light,Coil Winder
02/01/2018 12:00,3.79,4.09,0.0,0.0018,62.23,0.0,43200,Weekday,Tuesday,Light,Inspection Station
02/01/2018 12:15,3.52,4.27,0.0,0.0017,71.3,0.0,44100,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 12:30,3.29,2.53,0.0,0.0016,61.27,0.0,45000,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 12:45,3.26,3.54,0.0,0.0015,62.87,0.0,45900,Weekday,Tuesday,Light,Conveyor System
02/01/2018 13:00,3.87,2.84,2.08,0.0018,100.0,89.96,46800,Weekday,Tuesday,Light,Conveyor System
02/01/2018 13:15,3.59,2.53,0.0,0.0017,71.22,0.0,47700,Weekday,Tuesday,Light,Inspection Station
02/01/2018 13:30,3.04,2.9,0.0,0.0014,72.22,0.0,48600,Weekday,Tuesday,Light,Conveyor System
02/01/2018 13:45,4.46,2.96,0.0,0.0021,69.99,0.0,49500,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 14:00,3.7,3.06,0.0,0.0018,69.35,0.0,50400,Weekday,Tuesday,Light,Conveyor System
02/01/2018 14:15,3.42,3.91,0.0,0.0016,69.22,0.0,51300,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 14:30,3.53,4.7,0.0,0.0017,61.61,0.0,52200,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 14:45,3.77,3.61,0.0,0.0018,62.93,0.0,53100,Weekday,Tuesday,Light,Conveyor System
02/01/2018 15:00,4.41,3.16,0.0,0.0021,65.12,0.0,54000,Weekday,Tuesday,Light,Coil Winder
02/01/2018 15:15,4.45,3.59,0.0,0.0021,62.95,0.0,54900,Weekday,Tuesday,Light,Coil Winder
02/01/2018 15:30,4.29,4.05,0.0,0.002,71.46,0.0,55800,Weekday,Tuesday,Light,Conveyor System
02/01/2018 15:45,3.11,5.0,0.0,0.0015,74.26,0.0,56700,Weekday,Tuesday,Light,Coil Winder
02/01/2018 16:00,3.07,2.91,0.0,0.0015,60.84,0.0,57600,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 16:15,3.1,2.59,0.0,0.0015,68.2,0.0,58500,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 16:30,3.78,4.65,1.34,0.0018,100.0,97.99,59400,Weekday,Tuesday,Light,Inspection Station
02/01/2018 16:45,3.69,3.63,0.0,0.0018,63.32,0.0,60300,Weekday,Tuesday,Light,Inspection Station
02/01/2018 17:00,4.34,3.27,0.0,0.0021,74.72,0.0,61200,Weekday,Tuesday,Light,Conveyor System
02/01/2018 17:15,4.26,3.98,0.0,0.002,73.24,0.0,62100,Weekday,Tuesday,Light,Coil Winder
02/01/2018 17:30,3.8,4.71,0.0,0.0018,72.3,0.0,63000,Weekday,Tuesday,Light,Inspection Station
02/01/2018 17:45,4.42,3.47,0.0,0.0021,60.96,0.0,63900,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 18:00,3.59,4.68,0.0,0.0017,61.84,0.0,64800,Weekday,Tuesday,Light,Coil Winder
02/01/2018 18:15,3.87,2.6,0.0,0.0018,63.52,0.0,65700,Weekday,Tuesday,Light,Coil Winder
02/01/2018 18:30,3.58,4.01,1.33,0.0017,100.0,92.23,66600,Weekday,Tuesday,Light,Inspection Station
02/01/2018 18:45,3.36,2.73,0.0,0.0016,64.94,0.0,67500,Weekday,Tuesday,Light,Coil Winder
02/01/2018 19:00,3.71,3.31,0.66,0.0018,100.0,91.43,68400,Weekday,Tuesday,Light,Conveyor System
02/01/2018 19:15,4.45,3.37,0.0,0.0021,72.75,0.0,69300,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 19:30,4.45,4.73,0.0,0.0021,61.57,0.0,70200,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 19:45,3.98,4.84,0.0,0.0019,70.62,0.0,71100,Weekday,Tuesday,Light,Inspection Station
02/01/2018 20:00,3.28,4.94,1.09,0.0016,100.0,98.86,72000,Weekday,Tuesday,Light,Conveyor System
02/01/2018 20:15,3.86,4.42,0.0,0.0018,66.87,0.0,72900,Weekday,Tuesday,Light,Conveyor System
02/01/2018 20:30,4.45,2.65,0.0,0.0021,62.9,0.0,73800,Weekday,Tuesday,Light,Inspection Station
02/01/2018 20:45,3.37,3.09,0.0,0.0016,74.85,0.0,74700,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 21:00,3.19,3.52,0.0,0.0015,70.85,0.0,75600,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 21:15,3.56,3.2,0.0,0.0017,68.14,0.0,76500,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 21:30,3.18,4.6,0.0,0.0015,70.43,0.0,77400,Weekday,Tuesday,Light,Conveyor System
02/01/2018 21:45,3.01,3.86,0.0,0.0014,68.63,0.0,78300,Weekday,Tuesday,Light,Conveyor System
02/01/2018 22:00,3.3,2.66,0.0,0.0016,61.54,0.0,79200,Weekday,Tuesday,Light,Conveyor System
02/01/2018 22:15,3.75,2.74,0.0,0.0018,67.29,0.0,80100,Weekday,Tuesday,Light,Cooling Bed
02/01/2018 22:30,3.82,2.51,0.0,0.0018,73.66,0.0,81000,Weekday,Tuesday,Light,Coil Winder
02/01/2018 22:45,3.06,2.74,0.0,0.0015,61.11,0.0,81900,Weekday,Tuesday,Light,Coil Winder
02/01/2018 23:00,3.86,2.84,2.04,0.0018,100.0,99.32,82800,Weekday,Tuesday,Light,Inspection Station
02/01/2018 23:15,3.94,4.44,0.0,0.0019,67.91,0.0,83700,Weekday,Tuesday,Light,Coil Winder
02/01/2018 23:30,3.89,2.95,0.0,0.0018,73.83,0.0,84600,Weekday,Tuesday,Light,Coil Winder
02/01/2018 23:45,3.13,2.75,0.0,0.0015,65.93,0.0,85500,Weekday,Tuesday,Light,Inspection Station
03/01/2018 00:00,3.27,3.84,1.97,0.0016,100.0,89.97,0,Weekday,Wednesday,Light,Cooling Bed
03/01/2018 00:15,3.02,3.59,0.0,0.0014,72.09,0.0,900,Weekday,Wednesday,Light,Conveyor System
03/01/2018 00:30,4.36,4.89,0.0,0.0021,72.6,0.0,1800,Weekday,Wednesday,Light,Conveyor System
03/01/2018 00:45,3.55,4.87,0.0,0.0017,69.67,0.0,2700,Weekday,Wednesday,Light,Inspection Station
03/01/2018 01:00,3.88,3.86,0.0,0.0018,65.5,0.0,3600,Weekday,Wednesday,Light,Inspection Station
03/01/2018 01:15,3.6,4.78,0.0,0.0017,64.53,0.0,4500,Weekday,Wednesday,Light,Conveyor System
03/01/2018 01:30,3.31,3.3,0.0,0.0016,72.66,0.0,5400,Weekday,Wednesday,Light,Inspection Station
03/01/2018 01:45,4.04,4.15,0.0,0.0019,65.89,0.0,6300,Weekday,Wednesday,Light,Conveyor System
03/01/2018 02:00,3.88,2.59,0.0,0.0018,61.91,0.0,7200,Weekday,Wednesday,Light,Inspection Station
03/01/2018 02:15,3.72,2.83,0.0,0.0018,70.31,0.0,8100,Weekday,Wednesday,Light,Inspection Station
03/01/2018 02:30,3.03,4.67,0.0,0.0014,64.89,0.0,9000,Weekday,Wednesday,Light,Inspection Station
03/01/2018 02:45,4.47,4.71,0.0,0.0021,74.09,0.0,9900,Weekday,Wednesday,Light,Cooling Bed
03/01/2018 03:00,3.63,4.32,0.0,0.0017,70.76,0.0,10800,Weekday,Wednesday,Light,Cooling Bed
03/01/2018 03:15,3.88,3.58,0.0,0.0018,61.1,0.0,11700,Weekday,Wednesday,Light,Inspection Station
03/01/2018 03:30,3.8,3.99,0.0,0.0018,70.27,0.0,12600,Weekday,Wednesday,Light,Conveyor System
03/01/2018 03:45,3.25,4.3,0.0,0.0015,69.79,0.0,13500,Weekday,Wednesday,Light,Cooling Bed
03/01/2018 04:00,4.0,3.23,0.0,0.0019,62.24,0.0,14400,Weekday,Wednesday,Light,Cooling Bed
03/01/2018 04:15,3.8,4.8,0.0,0.0018,65.97,0.0,15300,Weekday,Wednesday,Light,Coil Winder
03/01/2018 04:30,3.49,4.69,0.0,0.0017,66.4,0.0,16200,Weekday,Wednesday,Light,Coil Winder
03/01/2018 04:45,3.04,4.71,0.0,0.0014,70.85,0.0,17100,Weekday,Wednesday,Light,Cooling Bed
03/01/2018 05:00,3.13,2.71,0.0,0.0015,66.97,0.0,18000,Weekday,Wednesday,Light,Inspection Station
03/01/2018 05:15,3.31,3.5,0.0,0.0016,72.26,0.0,18900,Weekday,Wednesday,Light,Cooling Bed
03/01/2018 05:30,3.81,3.86,0.0,0.0018,73.08,0.0,19800,Weekday,Wednesday,Light,Conveyor System
03/01/2018 05:45,3.32,4.45,0.0,0.0016,60.87,0.0,20700,Weekday,Wednesday,Light,Cooling Bed
03/01/2018 06:00,3.09,3.8,0.0,0.0015,74.15,0.0,21600,Weekday,Wednesday,Light,Conveyor System
03/01/2018 06:15,3.81,3.08,0.0,0.0018,65.23,0.0,22500,Weekday,Wednesday,Light,Cooling Bed
03/01/2018 06:30,3.96,2.69,0.0,0.0019,62.4,0.0,23400,Weekday,Wednesday,Light,Inspection Station
03/01/2018 06:45,4.2,4.91,0.0,0.002,70.03,0.0,24300,Weekday,Wednesday,Light,Conveyor System
03/01/2018 07:00,3.64,3.66,0.0,0.0017,68.76,0.0,25200,Weekday,Wednesday,Light,Conveyor System
03/01/2018 07:15,3.96,4.57,0.0,0.0019,73.69,0.0,26100,Weekday,Wednesday,Light,Conveyor System
03/01/2018 07:30,3.5,4.83,0.0,0.0017,60.38,0.0,27000,Weekday,Wednesday,Light,Inspection Station
03/01/2018 07:45,4.5,3.82,0.0,0.0021,65.16,0.0,27900,Weekday,Wednesday,Light,Coil Winder
03/01/2018 08:00,3.8,4.6,0.0,0.0018,73.11,0.0,28800,Weekday,Wednesday,Light,Coil Winder
03/01/2018 08:15,3.16,2.72,0.0,0.0015,61.81,0.0,29700,Weekday,Wednesday,Light,Inspection Station
03/01/2018 08:30,3.13,2.81,0.0,0.0015,60.4,0.0,30600,Weekday,Wednesday,Light,Coil Winder
03/01/2018 08:45,3.45,3.2,0.0,0.0016,72.18,0.0,31500,Weekday,Wednesday,Light,Cooling Bed
03/01/2018 09:00,3.82,3.68,0.0,0.0018,60.06,0.0,32400,Weekday,Wednesday,Light,Coil Winder
03/01/2018 09:15,4.23,2.73,0.0,0.002,68.01,0.0,33300,Weekday,Wednesday,Light,Conveyor System
03/01/2018 09:30,3.71,4.81,0.0,0.0018,64.15,0.0,34200,Weekday,Wednesday,Light,Coil Winder
03/01/2018 09:45,3.8,3.47,0.0,0.0018,68.14,0.0,35100,Weekday,Wednesday,Light,Conveyor System
03/01/2018 10:00,3.07,4.63,0.0,0.0015,70.77,0.0,36000,Weekday,Wednesday,Light,Cooling Bed
